gamma,l,kappa
0.45,100.0,8.0
0.42000000000000004,100.0,10.0
0.45999999999999996,100.0,12.0
0.43,100.0,14.0
0.49000000000000005,100.0,16.0
0.48,100.0,18.0
0.48,100.0,20.0
0.44545454545454544,110.0,0.0
0.4545454545454546,110.0,2.0
0.4636363636363637,110.0,4.0
0.4818181818181818,110.0,6.0
0.5272727272727272,110.0,8.0
0.4909090909090909,110.0,10.0
0.4727272727272728,110.0,12.0
0.4909090909090909,110.0,14.0
0.5,110.0,16.0
0.509090909090909,110.0,18.0
0.4818181818181818,110.0,20.0
0.4583333333333333,120.0,0.0
0.4666666666666667,120.0,2.0
0.5083333333333333,120.0,4.0
0.4916666666666667,120.0,6.0
0.4916666666666667,120.0,8.0
0.5,120.0,10.0
0.5,120.0,12.0
0.525,120.0,14.0
0.5,120.0,16.0
0.4916666666666667,120.0,18.0
0.5083333333333333,120.0,20.0
0.48461538461538456,130.0,0.0
0.5153846153846154,130.0,2.0
0.5076923076923077,130.0,4.0
0.5230769230769231,130.0,6.0
0.49230769230769234,130.0,8.0
0.5153846153846154,130.0,10.0
0.5230769230769231,130.0,12.0
0.5307692307692308,130.0,14.0
0.5153846153846154,130.0,16.0
0.5461538461538462,130.0,18.0
0.5384615384615385,130.0,20.0
0.5071428571428571,140.0,0.0
0.5071428571428571,140.0,2.0
0.5285714285714286,140.0,4.0
0.55,140.0,6.0
0.5428571428571429,140.0,8.0
0.5428571428571429,140.0,10.0
0.5428571428571429,140.0,12.0
0.5142857142857143,140.0,14.0
0.55,140.0,16.0
0.5357142857142857,140.0,18.0
0.5642857142857143,140.0,20.0
0.5066666666666666,150.0,0.0
0.5133333333333334,150.0,2.0
0.5466666666666666,150.0,4.0
0.5466666666666666,150.0,6.0
0.5333333333333333,150.0,8.0
0.5533333333333333,150.0,10.0
0.5533333333333333,150.0,12.0
0.5666666666666667,150.0,14.0
0.5533333333333333,150.0,16.0
0.5733333333333334,150.0,18.0
0.5599999999999999,150.0,20.0
0.51875,160.0,0.0
0.55625,160.0,2.0
0.56875,160.0,4.0
0.56875,160.0,6.0
0.55,160.0,8.0
0.56875,160.0,10.0
0.53125,160.0,12.0
0.5625,160.0,14.0
0.56875,160.0,16.0
0.575,160.0,18.0
0.58125,160.0,20.0
0.5411764705882354,170.0,0.0
0.5352941176470588,170.0,2.0
0.5529411764705883,170.0,4.0
0.5588235294117647,170.0,6.0
0.5529411764705883,170.0,8.0
0.5764705882352941,170.0,10.0
0.5764705882352941,170.0,12.0
0.5941176470588235,170.0,14.0
0.5882352941176471,170.0,16.0
0.5529411764705883,170.0,18.0
0.5823529411764705,170.0,20.0
0.5555555555555556,180.0,0.0
0.5777777777777777,180.0,2.0
0.5777777777777777,180.0,4.0
0.5722222222222222,180.0,6.0
0.5833333333333333,180.0,8.0
0.5555555555555556,180.0,10.0
0.5944444444444444,180.0,12.0
0.5888888888888889,180.0,14.0
0.5777777777777777,180.0,16.0
0.5833333333333333,180.0,18.0
0.5888888888888889,180.0,20.0
0.5578947368421052,190.0,0.0
0.5631578947368421,190.0,2.0
0.5894736842105263,190.0,4.0
0.5894736842105263,190.0,6.0
0.5789473684210527,190.0,8.0
0.5684210526315789,190.0,10.0
0.5894736842105263,190.0,12.0
0.5894736842105263,190.0,14.0
0.5842105263157895,190.0,16.0
0.6,190.0,18.0
0.5842105263157895,190.0,20.0
0.5650000000000001,200.0,0.0
0.58,200.0,2.0
0.58,200.0,4.0
0.585,200.0,6.0
0.5900000000000001,200.0,8.0
0.5650000000000001,200.0,10.0
0.595,200.0,12.0
0.595,200.0,14.0
0.61,200.0,16.0
0.61,200.0,18.0
0.5900000000000001,200.0,20.0
0.2857142857142857,70.0,0.0
0.3,70.0,2.0
0.35714285714285715,70.0,4.0
0.35714285714285715,70.0,6.0
0.4,70.0,8.0
0.35714285714285715,70.0,10.0
0.37142857142857144,70.0,12.0
0.37142857142857144,70.0,14.0
0.37142857142857144,70.0,16.0
0.35714285714285715,70.0,18.0
0.4,70.0,20.0
0.2875,80.0,0.0
0.3625,80.0,2.0
0.4,80.0,4.0
0.375,80.0,6.0
0.4,80.0,8.0
0.375,80.0,10.0
0.35,80.0,12.0
0.45,80.0,14.0
0.425,80.0,16.0
0.3875,80.0,18.0
0.425,80.0,20.0
0.36666666666666664,90.0,0.0
0.4444444444444445,90.0,2.0
0.4222222222222222,90.0,4.0
0.4222222222222222,90.0,6.0
0.4111111111111111,90.0,8.0
0.4222222222222222,90.0,10.0
0.4222222222222222,90.0,12.0
0.4111111111111111,90.0,14.0
0.4444444444444445,90.0,16.0
0.4444444444444445,90.0,18.0
0.4666666666666667,90.0,20.0
0.4,100.0,0.0
0.43,100.0,2.0
0.45,100.0,4.0
0.47000000000000003,100.0,6.0
0.47000000000000003,100.0,8.0
0.49000000000000005,100.0,10.0
0.47000000000000003,100.0,12.0
0.45999999999999996,100.0,14.0
0.45,100.0,16.0
0.49000000000000005,100.0,18.0
0.47000000000000003,100.0,20.0
0.43636363636363634,110.0,0.0
0.4727272727272728,110.0,2.0
0.4818181818181818,110.0,4.0
0.509090909090909,110.0,6.0
0.4727272727272728,110.0,8.0
0.4636363636363637,110.0,10.0
0.4909090909090909,110.0,12.0
0.4727272727272728,110.0,14.0
0.4818181818181818,110.0,16.0
0.509090909090909,110.0,18.0
0.4909090909090909,110.0,20.0
0.4583333333333333,120.0,0.0
0.4833333333333333,120.0,2.0
0.5083333333333333,120.0,4.0
0.4833333333333333,120.0,6.0
0.525,120.0,8.0
0.5083333333333333,120.0,10.0
0.4833333333333333,120.0,12.0
0.5333333333333333,120.0,14.0
0.5,120.0,16.0
0.5333333333333333,120.0,18.0
0.5083333333333333,120.0,20.0
0.48461538461538456,130.0,0.0
0.5153846153846154,130.0,2.0
0.5,130.0,4.0
0.5076923076923077,130.0,6.0
0.5076923076923077,130.0,8.0
0.5384615384615385,130.0,10.0
0.5461538461538462,130.0,12.0
0.5538461538461539,130.0,14.0
0.5384615384615385,130.0,16.0
0.5307692307692308,130.0,18.0
0.5153846153846154,130.0,20.0
0.4928571428571429,140.0,0.0
0.48571428571428565,140.0,2.0
0.5142857142857143,140.0,4.0
0.5285714285714286,140.0,6.0
0.5142857142857143,140.0,8.0
0.5357142857142857,140.0,10.0
0.5357142857142857,140.0,12.0
0.55,140.0,14.0
0.5642857142857143,140.0,16.0
0.5642857142857143,140.0,18.0
0.55,140.0,20.0
0.5133333333333334,150.0,0.0
0.5333333333333333,150.0,2.0
0.5466666666666666,150.0,4.0
0.5266666666666666,150.0,6.0
0.5533333333333333,150.0,8.0
0.54,150.0,10.0
0.5533333333333333,150.0,12.0
0.5666666666666667,150.0,14.0
0.5666666666666667,150.0,16.0
0.5733333333333334,150.0,18.0
0.5666666666666667,150.0,20.0
0.54375,160.0,0.0
0.5375,160.0,2.0
0.54375,160.0,4.0
0.575,160.0,6.0
0.55,160.0,8.0
0.5625,160.0,10.0
0.58125,160.0,12.0
0.54375,160.0,14.0
0.575,160.0,16.0
0.56875,160.0,18.0
0.575,160.0,20.0
0.5235294117647059,170.0,0.0
0.5647058823529412,170.0,2.0
0.5647058823529412,170.0,4.0
0.5764705882352941,170.0,6.0
0.5823529411764705,170.0,8.0
0.5764705882352941,170.0,10.0
0.5647058823529412,170.0,12.0
0.5705882352941176,170.0,14.0
0.5882352941176471,170.0,16.0
0.5882352941176471,170.0,18.0
0.5705882352941176,170.0,20.0
0.5666666666666667,180.0,0.0
0.5666666666666667,180.0,2.0
0.5777777777777777,180.0,4.0
0.5611111111111111,180.0,6.0
0.5722222222222222,180.0,8.0
0.5722222222222222,180.0,10.0
0.6,180.0,12.0
0.5944444444444444,180.0,14.0
0.5888888888888889,180.0,16.0
0.5888888888888889,180.0,18.0
0.5833333333333333,180.0,20.0
0.5684210526315789,190.0,0.0
0.5789473684210527,190.0,2.0
0.5947368421052632,190.0,4.0
0.5684210526315789,190.0,6.0
0.5684210526315789,190.0,8.0
0.5947368421052632,190.0,10.0
0.5894736842105263,190.0,12.0
0.5947368421052632,190.0,14.0
0.6105263157894737,190.0,16.0
0.5842105263157895,190.0,18.0
0.5894736842105263,190.0,20.0
0.58,200.0,0.0
0.5900000000000001,200.0,2.0
0.5900000000000001,200.0,4.0
0.6,200.0,6.0
0.605,200.0,8.0
0.5900000000000001,200.0,10.0
0.6,200.0,12.0
0.595,200.0,14.0
0.605,200.0,16.0
0.58,200.0,18.0
0.605,200.0,20.0
0.24285714285714283,70.0,0.0
0.3,70.0,2.0
0.34285714285714286,70.0,4.0
0.32857142857142857,70.0,6.0
0.3142857142857143,70.0,8.0
0.4,70.0,10.0
0.34285714285714286,70.0,12.0
0.32857142857142857,70.0,14.0
0.34285714285714286,70.0,16.0
0.4,70.0,18.0
0.37142857142857144,70.0,20.0
0.325,80.0,0.0
0.375,80.0,2.0
0.3875,80.0,4.0
0.4125,80.0,6.0
0.4,80.0,8.0
0.3625,80.0,10.0
0.4,80.0,12.0
0.4,80.0,14.0
0.4125,80.0,16.0
0.4375,80.0,18.0
0.4,80.0,20.0
0.37777777777777777,90.0,0.0
0.4222222222222222,90.0,2.0
0.4111111111111111,90.0,4.0
0.4,90.0,6.0
0.4333333333333333,90.0,8.0
0.4666666666666667,90.0,10.0
0.4444444444444445,90.0,12.0
0.4444444444444445,90.0,14.0
0.4222222222222222,90.0,16.0
0.45555555555555555,90.0,18.0
0.4222222222222222,90.0,20.0
0.41,100.0,0.0
0.45,100.0,2.0
0.44000000000000006,100.0,4.0
0.43,100.0,6.0
0.45,100.0,8.0
0.47000000000000003,100.0,10.0
0.48,100.0,12.0
0.45,100.0,14.0
0.45999999999999996,100.0,16.0
0.48,100.0,18.0
0.48,100.0,20.0
0.42727272727272725,110.0,0.0
0.43636363636363634,110.0,2.0
0.4818181818181818,110.0,4.0
0.4727272727272728,110.0,6.0
0.5,110.0,8.0
0.4727272727272728,110.0,10.0
0.5,110.0,12.0
0.4909090909090909,110.0,14.0
0.5,110.0,16.0
0.4818181818181818,110.0,18.0
0.509090909090909,110.0,20.0
0.4416666666666667,120.0,0.0
0.4916666666666667,120.0,2.0
0.475,120.0,4.0
0.4833333333333333,120.0,6.0
0.525,120.0,8.0
0.5083333333333333,120.0,10.0
0.5,120.0,12.0
0.5,120.0,14.0
0.4916666666666667,120.0,16.0
0.5083333333333333,120.0,18.0
0.475,120.0,20.0
0.4769230769230769,130.0,0.0
0.48461538461538456,130.0,2.0
0.5153846153846154,130.0,4.0
0.5153846153846154,130.0,6.0
0.5384615384615385,130.0,8.0
0.5,130.0,10.0
0.5307692307692308,130.0,12.0
0.5384615384615385,130.0,14.0
0.5307692307692308,130.0,16.0
0.5384615384615385,130.0,18.0
0.5076923076923077,130.0,20.0
0.5071428571428571,140.0,0.0
0.4928571428571429,140.0,2.0
0.5,140.0,4.0
0.5428571428571429,140.0,6.0
0.5428571428571429,140.0,8.0
0.5357142857142857,140.0,10.0
0.55,140.0,12.0
0.5285714285714286,140.0,14.0
0.5285714285714286,140.0,16.0
0.5357142857142857,140.0,18.0
0.5357142857142857,140.0,20.0
0.5133333333333334,150.0,0.0
0.5266666666666666,150.0,2.0
0.52,150.0,4.0
0.5466666666666666,150.0,6.0
0.5599999999999999,150.0,8.0
0.54,150.0,10.0
0.54,150.0,12.0
0.5533333333333333,150.0,14.0
0.5533333333333333,150.0,16.0
0.5666666666666667,150.0,18.0
0.5599999999999999,150.0,20.0
0.53125,160.0,0.0
0.51875,160.0,2.0
0.5625,160.0,4.0
0.575,160.0,6.0
0.55,160.0,8.0
0.575,160.0,10.0
0.58125,160.0,12.0
0.55625,160.0,14.0
0.575,160.0,16.0
0.56875,160.0,18.0
0.575,160.0,20.0
0.5352941176470588,170.0,0.0
0.5529411764705883,170.0,2.0
0.5764705882352941,170.0,4.0
0.5823529411764705,170.0,6.0
0.5705882352941176,170.0,8.0
0.5705882352941176,170.0,10.0
0.5529411764705883,170.0,12.0
0.5823529411764705,170.0,14.0
0.5764705882352941,170.0,16.0
0.5941176470588235,170.0,18.0
0.5882352941176471,170.0,20.0
0.55,180.0,0.0
0.5611111111111111,180.0,2.0
0.5611111111111111,180.0,4.0
0.5611111111111111,180.0,6.0
0.5777777777777777,180.0,8.0
0.5777777777777777,180.0,10.0
0.5944444444444444,180.0,12.0
0.5777777777777777,180.0,14.0
0.5944444444444444,180.0,16.0
0.5888888888888889,180.0,18.0
0.5888888888888889,180.0,20.0
0.5473684210526316,190.0,0.0
0.5473684210526316,190.0,2.0
0.5894736842105263,190.0,4.0
0.5894736842105263,190.0,6.0
0.6,190.0,8.0
0.6,190.0,10.0
0.6052631578947368,190.0,12.0
0.5947368421052632,190.0,14.0
0.5789473684210527,190.0,16.0
0.5947368421052632,190.0,18.0
0.5842105263157895,190.0,20.0
0.575,200.0,0.0
0.6,200.0,2.0
0.585,200.0,4.0
0.585,200.0,6.0
0.58,200.0,8.0
0.5900000000000001,200.0,10.0
0.595,200.0,12.0
0.595,200.0,14.0
0.605,200.0,16.0
0.615,200.0,18.0
0.58,200.0,20.0
0.27142857142857146,70.0,0.0
0.3142857142857143,70.0,2.0
0.32857142857142857,70.0,4.0
0.34285714285714286,70.0,6.0
0.37142857142857144,70.0,8.0
0.37142857142857144,70.0,10.0
0.37142857142857144,70.0,12.0
0.37142857142857144,70.0,14.0
0.37142857142857144,70.0,16.0
0.3142857142857143,70.0,18.0
0.38571428571428573,70.0,20.0
0.325,80.0,0.0
0.4,80.0,2.0
0.3375,80.0,4.0
0.3875,80.0,6.0
0.4,80.0,8.0
0.4125,80.0,10.0
0.4125,80.0,12.0
0.3875,80.0,14.0
0.45,80.0,16.0
0.425,80.0,18.0
0.4,80.0,20.0
0.36666666666666664,90.0,0.0
0.4,90.0,2.0
0.4111111111111111,90.0,4.0
0.4,90.0,6.0
0.4666666666666667,90.0,8.0
0.4222222222222222,90.0,10.0
0.4222222222222222,90.0,12.0
0.48888888888888893,90.0,14.0
0.4333333333333333,90.0,16.0
0.4222222222222222,90.0,18.0
0.4333333333333333,90.0,20.0
0.39,100.0,0.0
0.42000000000000004,100.0,2.0
0.43,100.0,4.0
0.45999999999999996,100.0,6.0
0.48,100.0,8.0
0.45,100.0,10.0
0.45999999999999996,100.0,12.0
0.45,100.0,14.0
0.47000000000000003,100.0,16.0
0.48,100.0,18.0
0.49000000000000005,100.0,20.0
0.43636363636363634,110.0,0.0
0.4636363636363637,110.0,2.0
0.4636363636363637,110.0,4.0
0.4818181818181818,110.0,6.0
0.4818181818181818,110.0,8.0
0.4727272727272728,110.0,10.0
0.509090909090909,110.0,12.0
0.509090909090909,110.0,14.0
0.5,110.0,16.0
0.509090909090909,110.0,18.0
0.5,110.0,20.0
0.4416666666666667,120.0,0.0
0.4666666666666667,120.0,2.0
0.475,120.0,4.0
0.475,120.0,6.0
0.4833333333333333,120.0,8.0
0.5166666666666667,120.0,10.0
0.4916666666666667,120.0,12.0
0.5166666666666667,120.0,14.0
0.525,120.0,16.0
0.5083333333333333,120.0,18.0
0.5333333333333333,120.0,20.0
0.4615384615384615,130.0,0.0
0.5230769230769231,130.0,2.0
0.49230769230769234,130.0,4.0
0.5384615384615385,130.0,6.0
0.5076923076923077,130.0,8.0
0.49230769230769234,130.0,10.0
0.5692307692307692,130.0,12.0
0.5230769230769231,130.0,14.0
0.5230769230769231,130.0,16.0
0.5461538461538462,130.0,18.0
0.5384615384615385,130.0,20.0
0.4928571428571429,140.0,0.0
0.5285714285714286,140.0,2.0
0.5142857142857143,140.0,4.0
0.5285714285714286,140.0,6.0
0.5285714285714286,140.0,8.0
0.5285714285714286,140.0,10.0
0.5285714285714286,140.0,12.0
0.55,140.0,14.0
0.5285714285714286,140.0,16.0
0.5428571428571429,140.0,18.0
0.5428571428571429,140.0,20.0
0.5133333333333334,150.0,0.0
0.5333333333333333,150.0,2.0
0.5466666666666666,150.0,4.0
0.5599999999999999,150.0,6.0
0.5599999999999999,150.0,8.0
0.54,150.0,10.0
0.5533333333333333,150.0,12.0
0.5599999999999999,150.0,14.0
0.5466666666666666,150.0,16.0
0.5599999999999999,150.0,18.0
0.58,150.0,20.0
0.5125,160.0,0.0
0.5375,160.0,2.0
0.5375,160.0,4.0
0.575,160.0,6.0
0.55,160.0,8.0
0.575,160.0,10.0
0.55,160.0,12.0
0.5625,160.0,14.0
0.55625,160.0,16.0
0.5625,160.0,18.0
0.56875,160.0,20.0
0.5470588235294118,170.0,0.0
0.5588235294117647,170.0,2.0
0.5764705882352941,170.0,4.0
0.5764705882352941,170.0,6.0
0.5764705882352941,170.0,8.0
0.5588235294117647,170.0,10.0
0.5705882352941176,170.0,12.0
0.5823529411764705,170.0,14.0
0.5764705882352941,170.0,16.0
0.5705882352941176,170.0,18.0
0.5647058823529412,170.0,20.0
0.5444444444444445,180.0,0.0
0.5666666666666667,180.0,2.0
0.5888888888888889,180.0,4.0
0.5611111111111111,180.0,6.0
0.5777777777777777,180.0,8.0
0.5833333333333333,180.0,10.0
0.5833333333333333,180.0,12.0
0.5666666666666667,180.0,14.0
0.5944444444444444,180.0,16.0
0.5777777777777777,180.0,18.0
0.5944444444444444,180.0,20.0
0.5473684210526316,190.0,0.0
0.5947368421052632,190.0,2.0
0.5894736842105263,190.0,4.0
0.5684210526315789,190.0,6.0
0.5736842105263158,190.0,8.0
0.5947368421052632,190.0,10.0
0.5842105263157895,190.0,12.0
0.5736842105263158,190.0,14.0
0.6052631578947368,190.0,16.0
0.5894736842105263,190.0,18.0
0.6052631578947368,190.0,20.0
0.575,200.0,0.0
0.5599999999999999,200.0,2.0
0.595,200.0,4.0
0.585,200.0,6.0
0.595,200.0,8.0
0.5900000000000001,200.0,10.0
0.5900000000000001,200.0,12.0
0.5900000000000001,200.0,14.0
0.5900000000000001,200.0,16.0
0.6,200.0,18.0
0.605,200.0,20.0
0.2857142857142857,70.0,0.0
0.3,70.0,2.0
0.34285714285714286,70.0,4.0
0.35714285714285715,70.0,6.0
0.32857142857142857,70.0,8.0
0.3142857142857143,70.0,10.0
0.34285714285714286,70.0,12.0
0.37142857142857144,70.0,14.0
0.34285714285714286,70.0,16.0
0.38571428571428573,70.0,18.0
0.37142857142857144,70.0,20.0
0.3375,80.0,0.0
0.3875,80.0,2.0
0.375,80.0,4.0
0.3875,80.0,6.0
0.3875,80.0,8.0
0.3875,80.0,10.0
0.4,80.0,12.0
0.425,80.0,14.0
0.4125,80.0,16.0
0.3875,80.0,18.0
0.425,80.0,20.0
0.3555555555555555,90.0,0.0
0.4222222222222222,90.0,2.0
0.4333333333333333,90.0,4.0
0.4111111111111111,90.0,6.0
0.4222222222222222,90.0,8.0
0.4111111111111111,90.0,10.0
0.4666666666666667,90.0,12.0
0.45555555555555555,90.0,14.0
0.4111111111111111,90.0,16.0
0.4444444444444445,90.0,18.0
0.4666666666666667,90.0,20.0
0.4,100.0,0.0
0.44000000000000006,100.0,2.0
0.45,100.0,4.0
0.45,100.0,6.0
0.48,100.0,8.0
0.45999999999999996,100.0,10.0
0.48,100.0,12.0
0.47000000000000003,100.0,14.0
0.47000000000000003,100.0,16.0
0.47000000000000003,100.0,18.0
0.45999999999999996,100.0,20.0
0.41818181818181815,110.0,0.0
0.4727272727272728,110.0,2.0
0.4545454545454546,110.0,4.0
0.4636363636363637,110.0,6.0
0.4818181818181818,110.0,8.0
0.4636363636363637,110.0,10.0
0.5,110.0,12.0
0.5,110.0,14.0
0.5,110.0,16.0
0.5272727272727272,110.0,18.0
0.4909090909090909,110.0,20.0
0.4666666666666667,120.0,0.0
0.5,120.0,2.0
0.4833333333333333,120.0,4.0
0.45,120.0,6.0
0.5166666666666667,120.0,8.0
0.5083333333333333,120.0,10.0
0.4916666666666667,120.0,12.0
0.5166666666666667,120.0,14.0
0.5083333333333333,120.0,16.0
0.4916666666666667,120.0,18.0
0.5166666666666667,120.0,20.0
0.45384615384615384,130.0,0.0
0.4769230769230769,130.0,2.0
0.5153846153846154,130.0,4.0
0.5307692307692308,130.0,6.0
0.5230769230769231,130.0,8.0
0.5153846153846154,130.0,10.0
0.5076923076923077,130.0,12.0
0.5384615384615385,130.0,14.0
0.5461538461538462,130.0,16.0
0.5307692307692308,130.0,18.0
0.5153846153846154,130.0,20.0
0.47857142857142854,140.0,0.0
0.5142857142857143,140.0,2.0
0.5,140.0,4.0
0.5285714285714286,140.0,6.0
0.55,140.0,8.0
0.5428571428571429,140.0,10.0
0.5571428571428572,140.0,12.0
0.55,140.0,14.0
0.55,140.0,16.0
0.5642857142857143,140.0,18.0
0.5571428571428572,140.0,20.0
0.5133333333333334,150.0,0.0
0.5333333333333333,150.0,2.0
0.5266666666666666,150.0,4.0
0.5333333333333333,150.0,6.0
0.54,150.0,8.0
0.5466666666666666,150.0,10.0
0.5533333333333333,150.0,12.0
0.5599999999999999,150.0,14.0
0.5733333333333334,150.0,16.0
0.5666666666666667,150.0,18.0
0.5666666666666667,150.0,20.0
0.51875,160.0,0.0
0.55625,160.0,2.0
0.55,160.0,4.0
0.55625,160.0,6.0
0.5625,160.0,8.0
0.575,160.0,10.0
0.5625,160.0,12.0
0.55,160.0,14.0
0.56875,160.0,16.0
0.575,160.0,18.0
0.55625,160.0,20.0
0.5294117647058824,170.0,0.0
0.5470588235294118,170.0,2.0
0.5647058823529412,170.0,4.0
0.5823529411764705,170.0,6.0
0.5705882352941176,170.0,8.0
0.5705882352941176,170.0,10.0
0.5647058823529412,170.0,12.0
0.6,170.0,14.0
0.5705882352941176,170.0,16.0
0.5882352941176471,170.0,18.0
0.5764705882352941,170.0,20.0
0.5611111111111111,180.0,0.0
0.5611111111111111,180.0,2.0
0.5611111111111111,180.0,4.0
0.5833333333333333,180.0,6.0
0.5777777777777777,180.0,8.0
0.5777777777777777,180.0,10.0
0.5555555555555556,180.0,12.0
0.6,180.0,14.0
0.5611111111111111,180.0,16.0
0.5833333333333333,180.0,18.0
0.5833333333333333,180.0,20.0
0.5631578947368421,190.0,0.0
0.5578947368421052,190.0,2.0
0.5842105263157895,190.0,4.0
0.6,190.0,6.0
0.5894736842105263,190.0,8.0
0.5789473684210527,190.0,10.0
0.5894736842105263,190.0,12.0
0.5842105263157895,190.0,14.0
0.5894736842105263,190.0,16.0
0.5842105263157895,190.0,18.0
0.5947368421052632,190.0,20.0
0.5700000000000001,200.0,0.0
0.5900000000000001,200.0,2.0
0.6,200.0,4.0
0.5700000000000001,200.0,6.0
0.61,200.0,8.0
0.585,200.0,10.0
0.62,200.0,12.0
0.61,200.0,14.0
0.595,200.0,16.0
0.605,200.0,18.0
0.605,200.0,20.0
0.2571428571428572,70.0,0.0
0.32857142857142857,70.0,2.0
0.3142857142857143,70.0,4.0
0.32857142857142857,70.0,6.0
0.3142857142857143,70.0,8.0
0.35714285714285715,70.0,10.0
0.3142857142857143,70.0,12.0
0.34285714285714286,70.0,14.0
0.37142857142857144,70.0,16.0
0.35714285714285715,70.0,18.0
0.37142857142857144,70.0,20.0
0.3375,80.0,0.0
0.3625,80.0,2.0
0.375,80.0,4.0
0.375,80.0,6.0
0.3625,80.0,8.0
0.375,80.0,10.0
0.4375,80.0,12.0
0.3625,80.0,14.0
0.4375,80.0,16.0
0.4125,80.0,18.0
0.4,80.0,20.0
0.36666666666666664,90.0,0.0
0.3888888888888889,90.0,2.0
0.4222222222222222,90.0,4.0
0.4111111111111111,90.0,6.0
0.4666666666666667,90.0,8.0
0.4222222222222222,90.0,10.0
0.4222222222222222,90.0,12.0
0.4333333333333333,90.0,14.0
0.4333333333333333,90.0,16.0
0.4333333333333333,90.0,18.0
0.4333333333333333,90.0,20.0
0.41,100.0,0.0
0.41,100.0,2.0
0.44000000000000006,100.0,4.0
0.45999999999999996,100.0,6.0
0.45999999999999996,100.0,8.0
0.45999999999999996,100.0,10.0
0.45999999999999996,100.0,12.0
0.47000000000000003,100.0,14.0
0.48,100.0,16.0
0.42000000000000004,100.0,18.0
0.45999999999999996,100.0,20.0
0.43636363636363634,110.0,0.0
0.4636363636363637,110.0,2.0
0.4545454545454546,110.0,4.0
0.4818181818181818,110.0,6.0
0.5,110.0,8.0
0.4909090909090909,110.0,10.0
0.4909090909090909,110.0,12.0
0.4909090909090909,110.0,14.0
0.4909090909090909,110.0,16.0
0.509090909090909,110.0,18.0
0.5,110.0,20.0
0.45,120.0,0.0
0.4916666666666667,120.0,2.0
0.5,120.0,4.0
0.4833333333333333,120.0,6.0
0.4666666666666667,120.0,8.0
0.5,120.0,10.0
0.5083333333333333,120.0,12.0
0.5,120.0,14.0
0.5166666666666667,120.0,16.0
0.5083333333333333,120.0,18.0
0.5,120.0,20.0
0.48461538461538456,130.0,0.0
0.5153846153846154,130.0,2.0
0.5076923076923077,130.0,4.0
0.5307692307692308,130.0,6.0
0.5153846153846154,130.0,8.0
0.5230769230769231,130.0,10.0
0.5230769230769231,130.0,12.0
0.5615384615384615,130.0,14.0
0.5,130.0,16.0
0.5230769230769231,130.0,18.0
0.5230769230769231,130.0,20.0
0.48571428571428565,140.0,0.0
0.5142857142857143,140.0,2.0
0.5214285714285715,140.0,4.0
0.5357142857142857,140.0,6.0
0.5357142857142857,140.0,8.0
0.5285714285714286,140.0,10.0
0.55,140.0,12.0
0.5142857142857143,140.0,14.0
0.5214285714285715,140.0,16.0
0.5428571428571429,140.0,18.0
0.5428571428571429,140.0,20.0
0.5333333333333333,150.0,0.0
0.54,150.0,2.0
0.5133333333333334,150.0,4.0
0.54,150.0,6.0
0.5333333333333333,150.0,8.0
0.54,150.0,10.0
0.5666666666666667,150.0,12.0
0.5533333333333333,150.0,14.0
0.5666666666666667,150.0,16.0
0.5666666666666667,150.0,18.0
0.5733333333333334,150.0,20.0
0.525,160.0,0.0
0.54375,160.0,2.0
0.54375,160.0,4.0
0.55625,160.0,6.0
0.56875,160.0,8.0
0.5625,160.0,10.0
0.55625,160.0,12.0
0.56875,160.0,14.0
0.575,160.0,16.0
0.575,160.0,18.0
0.55625,160.0,20.0
0.5411764705882354,170.0,0.0
0.5588235294117647,170.0,2.0
0.5647058823529412,170.0,4.0
0.5647058823529412,170.0,6.0
0.5705882352941176,170.0,8.0
0.5588235294117647,170.0,10.0
0.5823529411764705,170.0,12.0
0.5647058823529412,170.0,14.0
0.5764705882352941,170.0,16.0
0.5823529411764705,170.0,18.0
0.5235294117647059,170.0,20.0
0.5555555555555556,180.0,0.0
0.5666666666666667,180.0,2.0
0.5444444444444445,180.0,4.0
0.5888888888888889,180.0,6.0
0.5611111111111111,180.0,8.0
0.5777777777777777,180.0,10.0
0.5722222222222222,180.0,12.0
0.5777777777777777,180.0,14.0
0.6,180.0,16.0
0.5833333333333333,180.0,18.0
0.5944444444444444,180.0,20.0
0.5631578947368421,190.0,0.0
0.5736842105263158,190.0,2.0
0.5631578947368421,190.0,4.0
0.5947368421052632,190.0,6.0
0.5842105263157895,190.0,8.0
0.5842105263157895,190.0,10.0
0.5842105263157895,190.0,12.0
0.6052631578947368,190.0,14.0
0.6105263157894737,190.0,16.0
0.5789473684210527,190.0,18.0
0.5894736842105263,190.0,20.0
